Title,Published(Kor),Description,Link
"서린씨앤아이, AGI 고성능 M.2 NVMe SSD AI818 모델 공식 출시",2026-08-11 09:44:29 (KST),"컴퓨터 관련 주요 부품 수입 유통 전문 업체 서린씨앤아이(대표: 전덕규 www.seorincni.co.kr)가 AGI의 신규 M.2 NVMe SSD 제품인 AI818 1TB 모델을 정식 출시했다.
이번 신제품은 PCIe 4.0 인터페이스를 채택하여 ..",https://www.bodnara.co.kr/bbs/article.html?num=213980
김지유 “대출 받아 박세미에 1000만원 빌려줘…도와주고 싶었다”,2026-08-11 09:27:00 (KST),"▲'짠한형'에 출연한 코미디언 김지유와 박세미.
(출처=유튜브 '짠한형') 코미디언 김지유가 박세미의 영상 제작을 돕기 위해 대출까지 받아 1000만 원",https://www.etoday.co.kr/news/view/2613079
KBS 뉴스,2026-08-11 09:26:00 (KST),"코스피와 코스닥이 모두 하락 출발했습니다.
오늘(11일) 코스피는 전장보다 59.60포인트, 0.95% 내린 6,24...",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8633689
경기 평택 위험물 보관 창고 화재 초진···대응 1단계·국가소방동원령 일부 해제,2026-08-11 09:25:00 (KST),"11일 경기 평택시의 한 위험물 보관 창고에서 발생한 화재를 진압 중인 소방이 큰 불길을 잡았다.
기존에 내려졌던 대응 1단계와 국가소방동원령 일부도 해제됐다.
경기도소방재난본부는 이날 오전 9시3분 경기 평택시 위험물 보관 창고 화재에서 발생한 화재의 큰 불길을 잡았다고 밝혔다.
소방은 앞서 오전 6시21분 국가소방동원령 일부를 해제하고 투입됐던 소...",https://www.khan.co.kr/article/202608110925001
KBS 뉴스,2026-08-11 09:25:00 (KST),"욕망을 좇는 인물들의 대립을 그린 드라마 '욕망의 덫'이 6%대 시청률로 출발했다.
11일 시청률 조사회사 ...",https://news.kbs.co.kr/news/pc/view/view.do?ncd=8633688
열등감에 폭주하는 주새벽…'욕망의 덫' 6.4% 출발,2026-08-11 09:22:46 (KST),(서울=연합뉴스) 장진리 기자 = 욕망을 좇는 인물들의 대립을 그린 드라마 '욕망의 덫'이 6%대 시청률로 출발했다.,https://www.yna.co.kr/view/AKR20260811037300005
"코스피, 美·이란 협상 교착에 1% 가까이 하락 출발…코스닥도 약세",2026-08-11 09:22:08 (KST),"미국과 이란 간 협상이 교착 상태에 빠지며 국제유가와 미국 국채 금리가 다시 오른 가운데, 코스피가 하락 출발했다.11일 연합인포맥스 신주식종합(화면번호 3536)에 따르면 코스피는 전 거래일보다 59.60포인트(0.95%) 내린 6,240.06에 거래를 시작했다.
코스닥지수도 5.88포인트(0.69%) 내린 848.59에 출발했다.간밤 뉴욕 증시는 주요 경제 지표 등 뚜렷한 미국과 이란이 배상 문제를 놓고 마찰을 빚으면서 약세를 보였다.
호르무즈 해협 재개방이 지연될 것이라는 우려에 서부텍사스산원유(WTI) 가격이 배럴당 82.",https://news.einfomax.co.kr/news/articleView.html?idxno=4429507
"[특징주] SK하이닉스, 장 초반 1%대 하락 중…삼전도 0.65%↓",2026-08-11 09:18:24 (KST),(서울=연합뉴스) 황철환 기자 = 삼성전자[005930]와 SK하이닉스[000660]가 11일 장 초반 동반 약세를 보인다.,https://www.yna.co.kr/view/AKR20260811040100008
"코스피, 美 약세에 6200선 하락 출발…삼전·SK하닉↓",2026-08-11 09:18:09 (KST),"코스피가 미국 증시의 숨 고르기와 국제유가·국채금리 상승 부담에 6200선에서 약세 출발했다.
삼성전자와 SK하이닉스 등 반도체 대형주가 동반 하락하는 가운데 외국인은 순매수에 나서며 낙폭을 일부 방어하고 있다.
11일 한국거래소에 따르면 코스피는 전 거래일보다 0.95% 내린 6240.06에 개장했다.
오전 9시 10분 기준 지수는 6230선에서 거",https://v.daum.net/v/20260811091809718
"블랙핑크 10주년, 완전체 모임 성사됐는데…국중박 민원 제기 '시끌'",2026-08-11 09:13:00 (KST),"그룹 블랙핑크가 데뷔 10주년을 맞아 팬들과 만났지만, 행사를 둘러싼 뒷말은 쉽게 가라앉지 않고 있다.
블랙핑크는 지난 8일 서울 용산구 국립중앙박물관에서 데뷔 10주년 기념 밋 앤 그릿 행사를 열고 40명의 팬들과 마주했다.",https://news.sbs.co.kr/news/endPage.do?news_id=N1008698643
