Title,Published(Kor),Description,Link
The FDA Just Approved the First CRISPR-Edited Pigs for Food,2025-05-03 21:00:22 (KST),PIC's gene-edited pigs are highly resistant to one of the most harmful viruses affecting pig populations worldwide today.,https://gizmodo.com/the-fda-just-approved-the-first-crispr-edited-pigs-for-food-2000597425
How Tesla Could Skirt Trump’s Tariffs While Everyone Else Pays Up,2025-05-03 20:00:09 (KST),"Trump’s tariffs are set to “blow a hole in U.S.
industry,” according to Ford’s CEO, but some automakers like Tesla might not feel the pain.",https://gizmodo.com/how-tesla-could-skirt-trumps-tariffs-while-everyone-else-pays-up-2000597589
"Red Arrows, royals and street parties: What to look out for on VE Day at 80",2025-05-03 09:12:15 (KST),A guide to the celebrations marking the 80th anniversary of VE day.,https://www.bbc.com/news/articles/c8072z9pg1yo
Android 15 is widely rolling out for Motorola Razr Plus 2024 owners in the US,2025-05-03 10:10:22 (KST),"Motorola is officially rolling out Android 15 to all Razr Plus 2024 owners in the U.S.
as of today — here's how you can update and get the latest features.",https://www.androidcentral.com/phones/motorola/android-15-is-widely-rolling-out-for-motorola-razr-plus-2024-owners-in-the-us
NotebookLM gets Gemini 2.5 Flash as it prepares to launch as a standalone app,2025-05-03 09:31:57 (KST),"NotebookLM is about to launch as a standalone app at Google I/O 2025, but it's getting expanded Audio Overview support and Gemini 2.5 Flash capabilities now.",https://www.androidcentral.com/apps-software/ai/notebooklm-gets-gemini-2-5-flash-as-it-prepares-to-launch-as-a-standalone-app
"News Weekly: Samsung teases a new foldable, Galaxy S25 leak spoils the fun, and more.",2025-05-03 18:00:00 (KST),"This week saw some major leaks, Android 16's alleged redesign, Galaxy S25's launch date and full specs leak, U.K.
residents get access to Google's digital IDs, Samsung teases its new foldable, and Meta's Q1 earnings show major AI priority shift.
Let's dive in.",https://www.androidcentral.com/phones/news-weekly-may-3-2025
Fresh Air Weekend: America's 'pronatalist' movement; Daria Burke on overcoming trauma,2025-05-03 18:00:00 (KST),"NPR reporter Lisa Hagen and sociologist Karen Guzzo discuss the movement to boost the birth rate.
Justin Chang reviews The Shrouds.
Burke looks back on a difficult childhood in Of My Own Making.",https://www.npr.org/2025/05/03/nx-s1-5382575/fresh-air-weekend-americas-pronatalist-movement-daria-burke-on-overcoming-trauma
Bill Gates is dating philanthropist Paula Hurd. Here's a timeline of their relationship.,2025-05-03 20:05:02 (KST),"Bill Gates confirmed his relationship with Paula Hurd in February and named her in the acknowledgments of his memoir, ""Source Code.""",https://www.businessinsider.com/bill-gates-paula-hurd-dating-relationship-timeline-2025-4
"I tried the longevity infusion celebrities and athletes swear by. I'm still skeptical, but I get the appeal.",2025-05-03 18:45:01 (KST),"Celebrities and athletes use NAD IV infusions for energy, anti-aging, and muscle recovery.
We tried a new version that's available for regular people.",https://www.businessinsider.com/nad-iv-therapy-we-tried-hollywood-secret-longevity-hack-2025-5
Don’t Look at Stock Markets. Look at the Ports.,2025-05-03 21:00:00 (KST),A drop in maritime traffic suggests that the worst is yet to come.,https://www.theatlantic.com/economy/archive/2025/05/trump-tariff-shipping-ports/682673/
